0.000000, 0.000000, 0.000000, 0.296296, -0.029630, 0.000790, -0.000000
0.000000, 0.000000, 0.888889, -0.118519, 0.003951, -0.000000, 0.000000
0.000000, 1.777778, -0.355556, 0.015802, -0.000000, 0.000000, 0.000000
1.777778, -0.711111, 0.047407, -0.000000, 0.000000, 0.000000, 0.000000
-0.711111, 0.094815, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000

0.000000, 0.000000, 0.000000, 0.148148, -0.014815, 0.000395, -0.000000
0.000000, 0.000000, 0.444444, -0.059259, 0.001975, -0.000000, 0.000000
0.000000, 0.888889, -0.177778, 0.007901, -0.000000, 0.000000, 0.000000
0.888889, -0.355556, 0.023704, -0.000000, 0.000000, 0.000000, 0.000000
-0.355556, 0.047407, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000

0.000000, 0.000000, 0.000000, 0.029630, -0.002963, 0.000079, 0.000000
0.000000, 0.000000, 0.088889, -0.011852, 0.000395, 0.000000, 0.000000
0.000000, 0.177778, -0.035556, 0.001580, 0.000000, 0.000000, 0.000000
0.177778, -0.071111, 0.004741, 0.000000, 0.000000, 0.000000, 0.000000
-0.071111, 0.009481, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000

