t, x, dx, ddx, dddx, ddddx, y, dy, ddy, dddy, ddddy, z, dz, ddz, dddz, ddddz, psi, dpsi, ddpsi, dddpsi, ddddpsi
12.430189, 96.175301, 4.031099, -2.488672, 0.263432, 0.467455, 48.087650, 2.015550, -1.244336, 0.131716, 0.233727, 9.617523, 0.403110, -0.248867, 0.026343, 0.046745, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.440189, 96.215439, 4.006222, -2.486014, 0.268111, 0.468403, 48.107719, 2.003111, -1.243007, 0.134056, 0.234202, 9.621545, 0.400622, -0.248601, 0.026811, 0.046840, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.450190, 96.255386, 3.981376, -2.483307, 0.272800, 0.469351, 48.127693, 1.990688, -1.241654, 0.136400, 0.234676, 9.625539, 0.398137, -0.248331, 0.027280, 0.046935, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.460190, 96.295067, 3.956555, -2.480559, 0.277498, 0.470299, 48.147533, 1.978278, -1.240279, 0.138749, 0.235150, 9.629506, 0.395656, -0.248056, 0.027750, 0.047030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.470190, 96.334534, 3.931762, -2.477761, 0.282206, 0.471248, 48.167267, 1.965881, -1.238880, 0.141103, 0.235624, 9.633451, 0.393177, -0.247776, 0.028221, 0.047125, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.480190, 96.373749, 3.906995, -2.474913, 0.286923, 0.472196, 48.186874, 1.953498, -1.237456, 0.143462, 0.236098, 9.637368, 0.390700, -0.247491, 0.028692, 0.047220, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.490191, 96.412674, 3.882266, -2.472023, 0.291650, 0.473144, 48.206337, 1.941133, -1.236012, 0.145825, 0.236572, 9.641265, 0.388226, -0.247202, 0.029165, 0.047314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.500191, 96.451401, 3.857558, -2.469080, 0.296386, 0.474092, 48.225700, 1.928779, -1.234540, 0.148193, 0.237046, 9.645136, 0.385755, -0.246908, 0.029639, 0.047409, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.510191, 96.489861, 3.832883, -2.466094, 0.301132, 0.475040, 48.244930, 1.916441, -1.233047, 0.150566, 0.237520, 9.648982, 0.383288, -0.246609, 0.030113, 0.047504, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.520191, 96.528046, 3.808239, -2.463059, 0.305887, 0.475988, 48.264023, 1.904119, -1.231529, 0.152944, 0.237994, 9.652801, 0.380824, -0.246306, 0.030589, 0.047599, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.530191, 96.566002, 3.783622, -2.459973, 0.310652, 0.476937, 48.283001, 1.891811, -1.229987, 0.155326, 0.238468, 9.656594, 0.378363, -0.245997, 0.031065, 0.047694, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.540192, 96.603691, 3.759039, -2.456845, 0.315427, 0.477885, 48.301846, 1.879519, -1.228423, 0.157713, 0.238942, 9.660366, 0.375903, -0.245684, 0.031543, 0.047788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.550192, 96.641174, 3.734477, -2.453667, 0.320210, 0.478833, 48.320587, 1.867239, -1.226833, 0.160105, 0.239416, 9.664115, 0.373448, -0.245366, 0.032021, 0.047883, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.560192, 96.678421, 3.709952, -2.450438, 0.325004, 0.479781, 48.339211, 1.854976, -1.225219, 0.162502, 0.239891, 9.667837, 0.370996, -0.245044, 0.032500, 0.047978, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.570192, 96.715401, 3.685466, -2.447166, 0.329806, 0.480729, 48.357700, 1.842733, -1.223583, 0.164903, 0.240365, 9.671534, 0.368547, -0.244716, 0.032981, 0.048073, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.580193, 96.752083, 3.661019, -2.443845, 0.334618, 0.481678, 48.376041, 1.830510, -1.221922, 0.167309, 0.240839, 9.675206, 0.366102, -0.244384, 0.033462, 0.048168, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.590193, 96.788620, 3.636598, -2.440476, 0.339440, 0.482626, 48.394310, 1.818299, -1.220238, 0.169720, 0.241313, 9.678856, 0.363660, -0.244047, 0.033944, 0.048263, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.600193, 96.824875, 3.612211, -2.437056, 0.344271, 0.483574, 48.412437, 1.806105, -1.218528, 0.172135, 0.241787, 9.682484, 0.361221, -0.243705, 0.034427, 0.048357, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.610193, 96.860825, 3.587852, -2.433590, 0.349112, 0.484522, 48.430412, 1.793926, -1.216795, 0.174556, 0.242261, 9.686082, 0.358786, -0.243359, 0.034911, 0.048452, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.620193, 96.896622, 3.563530, -2.430072, 0.353961, 0.485470, 48.448311, 1.781765, -1.215036, 0.176981, 0.242735, 9.689659, 0.356354, -0.243007, 0.035396, 0.048547, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.630194, 96.932129, 3.539253, -2.426508, 0.358821, 0.486418, 48.466064, 1.769627, -1.213254, 0.179411, 0.243209, 9.693208, 0.353925, -0.242651, 0.035882, 0.048642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.640194, 96.967400, 3.514993, -2.422896, 0.363690, 0.487367, 48.483700, 1.757496, -1.211448, 0.181845, 0.243683, 9.696736, 0.351500, -0.242289, 0.036369, 0.048737, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.650194, 97.002434, 3.490795, -2.419233, 0.368569, 0.488315, 48.501217, 1.745398, -1.209616, 0.184284, 0.244157, 9.700238, 0.349079, -0.241923, 0.036857, 0.048831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.660194, 97.037186, 3.466617, -2.415522, 0.373456, 0.489263, 48.518593, 1.733308, -1.207761, 0.186728, 0.244631, 9.703719, 0.346662, -0.241552, 0.037346, 0.048926, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.670195, 97.071754, 3.442488, -2.411764, 0.378354, 0.490211, 48.535877, 1.721244, -1.205882, 0.189177, 0.245106, 9.707170, 0.344248, -0.241176, 0.037835, 0.049021, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.680195, 97.106049, 3.418389, -2.407958, 0.383261, 0.491159, 48.553024, 1.709194, -1.203979, 0.191631, 0.245580, 9.710605, 0.341838, -0.240796, 0.038326, 0.049116, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.690195, 97.140144, 3.394319, -2.404101, 0.388177, 0.492107, 48.570072, 1.697160, -1.202050, 0.194089, 0.246054, 9.714007, 0.339432, -0.240410, 0.038818, 0.049211, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.700195, 97.173943, 3.370303, -2.400192, 0.393104, 0.493056, 48.586971, 1.685152, -1.200096, 0.196552, 0.246528, 9.717392, 0.337030, -0.240019, 0.039310, 0.049306, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.710196, 97.207512, 3.346320, -2.396239, 0.398039, 0.494004, 48.603756, 1.673160, -1.198119, 0.199019, 0.247002, 9.720750, 0.334632, -0.239624, 0.039804, 0.049400, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.720196, 97.240898, 3.322370, -2.392230, 0.402984, 0.494952, 48.620449, 1.661185, -1.196115, 0.201492, 0.247476, 9.724084, 0.332237, -0.239223, 0.040298, 0.049495, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.730196, 97.273972, 3.298462, -2.388177, 0.407938, 0.495900, 48.636986, 1.649231, -1.194088, 0.203969, 0.247950, 9.727393, 0.329848, -0.238818, 0.040794, 0.049590, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.740196, 97.306877, 3.274606, -2.384072, 0.412902, 0.496848, 48.653439, 1.637303, -1.192036, 0.206451, 0.248424, 9.730681, 0.327460, -0.238407, 0.041290, 0.049685, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.750196, 97.339470, 3.250786, -2.379918, 0.417875, 0.497796, 48.669735, 1.625393, -1.189959, 0.208938, 0.248898, 9.733943, 0.325080, -0.237992, 0.041788, 0.049780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.760197, 97.371872, 3.227005, -2.375716, 0.422858, 0.498745, 48.685936, 1.613502, -1.187858, 0.211429, 0.249372, 9.737184, 0.322700, -0.237572, 0.042286, 0.049874, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.770197, 97.404037, 3.203271, -2.371462, 0.427851, 0.499693, 48.702019, 1.601635, -1.185731, 0.213925, 0.249846, 9.740399, 0.320328, -0.237146, 0.042785, 0.049969, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.780197, 97.435936, 3.179585, -2.367159, 0.432852, 0.500641, 48.717968, 1.589793, -1.183580, 0.216426, 0.250320, 9.743587, 0.317958, -0.236716, 0.043285, 0.050064, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.790197, 97.467590, 3.155934, -2.362804, 0.437864, 0.501589, 48.733795, 1.577967, -1.181402, 0.218932, 0.250795, 9.746758, 0.315593, -0.236280, 0.043786, 0.050159, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.800198, 97.499062, 3.132326, -2.358400, 0.442884, 0.502537, 48.749531, 1.566163, -1.179200, 0.221442, 0.251269, 9.749900, 0.313232, -0.235840, 0.044288, 0.050254, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.810198, 97.530289, 3.108762, -2.353947, 0.447914, 0.503485, 48.765144, 1.554381, -1.176973, 0.223957, 0.251743, 9.753023, 0.310876, -0.235395, 0.044791, 0.050349, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.820198, 97.561234, 3.085243, -2.349441, 0.452954, 0.504434, 48.780617, 1.542622, -1.174721, 0.226477, 0.252217, 9.756121, 0.308525, -0.234944, 0.045295, 0.050443, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.830198, 97.591949, 3.061772, -2.344886, 0.458003, 0.505382, 48.795975, 1.530886, -1.172443, 0.229002, 0.252691, 9.759194, 0.306177, -0.234489, 0.045800, 0.050538, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.840199, 97.622452, 3.038341, -2.340282, 0.463062, 0.506330, 48.811226, 1.519170, -1.170141, 0.231531, 0.253165, 9.762242, 0.303835, -0.234028, 0.046306, 0.050633, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.850199, 97.652763, 3.014959, -2.335625, 0.468130, 0.507278, 48.826382, 1.507479, -1.167812, 0.234065, 0.253639, 9.765271, 0.301496, -0.233562, 0.046813, 0.050728, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.860199, 97.682755, 2.991627, -2.330918, 0.473208, 0.508226, 48.841377, 1.495814, -1.165459, 0.236604, 0.254113, 9.768272, 0.299163, -0.233092, 0.047321, 0.050823, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.870199, 97.712547, 2.968348, -2.326162, 0.478295, 0.509174, 48.856274, 1.484174, -1.163081, 0.239148, 0.254587, 9.771252, 0.296835, -0.232616, 0.047829, 0.050917, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.880199, 97.742134, 2.945113, -2.321353, 0.483391, 0.510123, 48.871067, 1.472556, -1.160676, 0.241696, 0.255061, 9.774211, 0.294510, -0.232135, 0.048339, 0.051012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.890200, 97.771461, 2.921910, -2.316494, 0.488498, 0.511071, 48.885731, 1.460955, -1.158247, 0.244249, 0.255535, 9.777143, 0.292191, -0.231649, 0.048850, 0.051107, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.900200, 97.800575, 2.898784, -2.311581, 0.493613, 0.512019, 48.900288, 1.449392, -1.155791, 0.246807, 0.256009, 9.780054, 0.289878, -0.231158, 0.049361, 0.051202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.910200, 97.829430, 2.875693, -2.306619, 0.498738, 0.512967, 48.914715, 1.437847, -1.153309, 0.249369, 0.256484, 9.782941, 0.287569, -0.230662, 0.049874, 0.051297, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.920200, 97.858078, 2.852636, -2.301607, 0.503873, 0.513915, 48.929039, 1.426318, -1.150803, 0.251936, 0.256958, 9.785805, 0.285264, -0.230161, 0.050387, 0.051392, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.930201, 97.886520, 2.829654, -2.296540, 0.509017, 0.514863, 48.943260, 1.414827, -1.148270, 0.254508, 0.257432, 9.788650, 0.282965, -0.229654, 0.050902, 0.051486, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.940201, 97.914688, 2.806701, -2.291428, 0.514170, 0.515812, 48.957344, 1.403351, -1.145714, 0.257085, 0.257906, 9.791463, 0.280670, -0.229143, 0.051417, 0.051581, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.950201, 97.942650, 2.783818, -2.286262, 0.519333, 0.516760, 48.971325, 1.391909, -1.143131, 0.259667, 0.258380, 9.794260, 0.278383, -0.228626, 0.051933, 0.051676, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.960201, 97.970390, 2.760982, -2.281041, 0.524506, 0.517708, 48.985195, 1.380491, -1.140520, 0.262253, 0.258854, 9.797034, 0.276098, -0.228104, 0.052451, 0.051771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.970201, 97.997871, 2.738194, -2.275770, 0.529688, 0.518656, 48.998936, 1.369097, -1.137885, 0.264844, 0.259328, 9.799782, 0.273820, -0.227577, 0.052969, 0.051866, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.980202, 98.025116, 2.715472, -2.270444, 0.534879, 0.519604, 49.012558, 1.357736, -1.135222, 0.267440, 0.259802, 9.802506, 0.271547, -0.227045, 0.053488, 0.051960, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12.990202, 98.052177, 2.692793, -2.265072, 0.540080, 0.520552, 49.026089, 1.346396, -1.132536, 0.270040, 0.260276, 9.805215, 0.269279, -0.226507, 0.054008, 0.052055, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.000202, 98.078987, 2.670166, -2.259645, 0.545290, 0.521501, 49.039494, 1.335083, -1.129823, 0.272645, 0.260750, 9.807898, 0.267017, -0.225964, 0.054529, 0.052150, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.010202, 98.105614, 2.647593, -2.254164, 0.550510, 0.522449, 49.052807, 1.323797, -1.127082, 0.275255, 0.261224, 9.810555, 0.264760, -0.225417, 0.055051, 0.052245, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.020203, 98.131927, 2.625090, -2.248632, 0.555739, 0.523397, 49.065964, 1.312545, -1.124316, 0.277870, 0.261698, 9.813187, 0.262508, -0.224863, 0.055574, 0.052340, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.030203, 98.158104, 2.602621, -2.243049, 0.560979, 0.524345, 49.079052, 1.301310, -1.121524, 0.280489, 0.262173, 9.815804, 0.260262, -0.224305, 0.056098, 0.052435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.040203, 98.183990, 2.580223, -2.237415, 0.566227, 0.525293, 49.091995, 1.290112, -1.118707, 0.283113, 0.262647, 9.818394, 0.258023, -0.223741, 0.056623, 0.052529, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.050203, 98.209709, 2.557877, -2.231725, 0.571485, 0.526241, 49.104855, 1.278939, -1.115863, 0.285742, 0.263121, 9.820967, 0.255788, -0.223173, 0.057148, 0.052624, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.060204, 98.235153, 2.535590, -2.225985, 0.576752, 0.527190, 49.117577, 1.267795, -1.112993, 0.288376, 0.263595, 9.823512, 0.253559, -0.222598, 0.057675, 0.052719, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.070204, 98.260376, 2.513349, -2.220190, 0.582029, 0.528138, 49.130188, 1.256675, -1.110095, 0.291014, 0.264069, 9.826035, 0.251336, -0.222019, 0.058203, 0.052814, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.080204, 98.285423, 2.491178, -2.214342, 0.587315, 0.529086, 49.142712, 1.245589, -1.107171, 0.293657, 0.264543, 9.828538, 0.249118, -0.221434, 0.058731, 0.052909, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.090204, 98.310249, 2.469071, -2.208444, 0.592610, 0.530034, 49.155125, 1.234535, -1.104222, 0.296305, 0.265017, 9.831016, 0.246907, -0.220844, 0.059261, 0.053003, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.100204, 98.334778, 2.447005, -2.202490, 0.597916, 0.530982, 49.167389, 1.223502, -1.101245, 0.298958, 0.265491, 9.833476, 0.244701, -0.220249, 0.059792, 0.053098, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.110205, 98.359138, 2.425013, -2.196484, 0.603230, 0.531931, 49.179569, 1.212506, -1.098242, 0.301615, 0.265965, 9.835916, 0.242501, -0.219648, 0.060323, 0.053193, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.120205, 98.383331, 2.403080, -2.190426, 0.608555, 0.532879, 49.191666, 1.201540, -1.095213, 0.304277, 0.266439, 9.838324, 0.240308, -0.219042, 0.060855, 0.053288, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.130205, 98.407234, 2.381200, -2.184313, 0.613888, 0.533827, 49.203617, 1.190600, -1.092156, 0.306944, 0.266913, 9.840719, 0.238121, -0.218431, 0.061389, 0.053383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.140205, 98.430962, 2.359390, -2.178148, 0.619231, 0.534775, 49.215481, 1.179695, -1.089074, 0.309616, 0.267388, 9.843089, 0.235940, -0.217814, 0.061923, 0.053477, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.150206, 98.454384, 2.337644, -2.171930, 0.624584, 0.535723, 49.227192, 1.168822, -1.085965, 0.312292, 0.267862, 9.845440, 0.233765, -0.217193, 0.062458, 0.053572, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.160206, 98.477707, 2.315954, -2.165656, 0.629946, 0.536671, 49.238853, 1.157977, -1.082828, 0.314973, 0.268336, 9.847764, 0.231596, -0.216565, 0.062995, 0.053667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.170206, 98.500725, 2.294330, -2.159331, 0.635318, 0.537620, 49.250362, 1.147165, -1.079665, 0.317659, 0.268810, 9.850070, 0.229434, -0.215933, 0.063532, 0.053762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.180206, 98.523575, 2.272774, -2.152949, 0.640699, 0.538568, 49.261787, 1.136387, -1.076474, 0.320349, 0.269284, 9.852355, 0.227277, -0.215295, 0.064070, 0.053857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.190207, 98.546173, 2.251270, -2.146514, 0.646089, 0.539516, 49.273087, 1.125635, -1.073257, 0.323045, 0.269758, 9.854614, 0.225127, -0.214651, 0.064609, 0.053952, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.200207, 98.568604, 2.229843, -2.140027, 0.651489, 0.540464, 49.284302, 1.114922, -1.070013, 0.325745, 0.270232, 9.856853, 0.222984, -0.214003, 0.065149, 0.054046, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.210207, 98.590782, 2.208464, -2.133487, 0.656899, 0.541412, 49.295391, 1.104232, -1.066743, 0.328449, 0.270706, 9.859074, 0.220846, -0.213348, 0.065690, 0.054141, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.220207, 98.612785, 2.187158, -2.126891, 0.662318, 0.542360, 49.306393, 1.093579, -1.063445, 0.331159, 0.271180, 9.861274, 0.218717, -0.212689, 0.066232, 0.054236, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.230207, 98.634544, 2.165924, -2.120237, 0.667746, 0.543309, 49.317272, 1.082962, -1.060119, 0.333873, 0.271654, 9.863445, 0.216594, -0.212024, 0.066775, 0.054331, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.240208, 98.656120, 2.144765, -2.113535, 0.673184, 0.544257, 49.328060, 1.072383, -1.056768, 0.336592, 0.272128, 9.865606, 0.214477, -0.211353, 0.067318, 0.054426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.250208, 98.677444, 2.123659, -2.106772, 0.678632, 0.545205, 49.338722, 1.061830, -1.053386, 0.339316, 0.272602, 9.867739, 0.212366, -0.210677, 0.067863, 0.054520, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.260208, 98.698586, 2.102630, -2.099960, 0.684088, 0.546153, 49.349293, 1.051315, -1.049980, 0.342044, 0.273077, 9.869851, 0.210263, -0.209996, 0.068409, 0.054615, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.270208, 98.719490, 2.081657, -2.093091, 0.689555, 0.547101, 49.359745, 1.040828, -1.046545, 0.344778, 0.273551, 9.871943, 0.208166, -0.209309, 0.068956, 0.054710, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.280209, 98.740196, 2.060755, -2.086168, 0.695031, 0.548049, 49.370098, 1.030378, -1.043084, 0.347515, 0.274025, 9.874016, 0.206076, -0.208617, 0.069503, 0.054805, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.290209, 98.760712, 2.039934, -2.079192, 0.700516, 0.548998, 49.380356, 1.019967, -1.039596, 0.350258, 0.274499, 9.876067, 0.203994, -0.207919, 0.070052, 0.054900, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.300209, 98.781029, 2.019173, -2.072158, 0.706011, 0.549946, 49.390514, 1.009586, -1.036079, 0.353005, 0.274973, 9.878098, 0.201918, -0.207216, 0.070601, 0.054995, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.310209, 98.801094, 1.998479, -2.065071, 0.711515, 0.550894, 49.400547, 0.999240, -1.032536, 0.355758, 0.275447, 9.880101, 0.199849, -0.206507, 0.071152, 0.055089, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.320210, 98.820984, 1.977870, -2.057926, 0.717029, 0.551842, 49.410492, 0.988935, -1.028963, 0.358515, 0.275921, 9.882092, 0.197788, -0.205793, 0.071703, 0.055184, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.330210, 98.840675, 1.957324, -2.050728, 0.722552, 0.552790, 49.420338, 0.978662, -1.025364, 0.361276, 0.276395, 9.884061, 0.195733, -0.205073, 0.072255, 0.055279, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.340210, 98.860107, 1.936850, -2.043475, 0.728085, 0.553738, 49.430054, 0.968425, -1.021738, 0.364043, 0.276869, 9.886006, 0.193686, -0.204347, 0.072808, 0.055374, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.350210, 98.879402, 1.916457, -2.036165, 0.733627, 0.554687, 49.439701, 0.958228, -1.018083, 0.366814, 0.277343, 9.887934, 0.191645, -0.203617, 0.073363, 0.055469, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.360210, 98.898445, 1.896130, -2.028801, 0.739179, 0.555635, 49.449223, 0.948065, -1.014400, 0.369590, 0.277817, 9.889839, 0.189614, -0.202880, 0.073918, 0.055563, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.370211, 98.917282, 1.875880, -2.021382, 0.744740, 0.556583, 49.458641, 0.937940, -1.010691, 0.372370, 0.278291, 9.891724, 0.187589, -0.202138, 0.074474, 0.055658, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.380211, 98.935982, 1.855706, -2.013906, 0.750311, 0.557531, 49.467991, 0.927853, -1.006953, 0.375156, 0.278766, 9.893595, 0.185571, -0.201391, 0.075031, 0.055753, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.390211, 98.954422, 1.835602, -2.006378, 0.755891, 0.558479, 49.477211, 0.917801, -1.003189, 0.377946, 0.279240, 9.895436, 0.183560, -0.200638, 0.075589, 0.055848, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.400211, 98.972672, 1.815579, -1.998789, 0.761481, 0.559427, 49.486336, 0.907789, -0.999394, 0.380740, 0.279714, 9.897262, 0.181558, -0.199879, 0.076148, 0.055943, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.410212, 98.990715, 1.795635, -1.991149, 0.767080, 0.560376, 49.495358, 0.897818, -0.995574, 0.383540, 0.280188, 9.899068, 0.179563, -0.199114, 0.076708, 0.056038, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.420212, 99.008614, 1.775759, -1.983446, 0.772689, 0.561324, 49.504307, 0.887880, -0.991723, 0.386344, 0.280662, 9.900852, 0.177576, -0.198345, 0.077269, 0.056132, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.430212, 99.026245, 1.755958, -1.975693, 0.778307, 0.562272, 49.513123, 0.877979, -0.987846, 0.389153, 0.281136, 9.902621, 0.175595, -0.197569, 0.077831, 0.056227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.440212, 99.043739, 1.736235, -1.967881, 0.783935, 0.563220, 49.521870, 0.868117, -0.983940, 0.391967, 0.281610, 9.904369, 0.173625, -0.196788, 0.078393, 0.056322, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.450212, 99.060959, 1.716589, -1.960014, 0.789571, 0.564168, 49.530479, 0.858295, -0.980007, 0.394786, 0.282084, 9.906095, 0.171660, -0.196001, 0.078957, 0.056417, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.460213, 99.078033, 1.697031, -1.952088, 0.795218, 0.565116, 49.539017, 0.848515, -0.976044, 0.397609, 0.282558, 9.907797, 0.169705, -0.195209, 0.079522, 0.056512, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.470213, 99.094902, 1.677568, -1.944107, 0.800874, 0.566065, 49.547451, 0.838784, -0.972054, 0.400437, 0.283032, 9.909485, 0.167755, -0.194411, 0.080087, 0.056606, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.480213, 99.111633, 1.658157, -1.936071, 0.806540, 0.567013, 49.555817, 0.829079, -0.968035, 0.403270, 0.283506, 9.911152, 0.165815, -0.193607, 0.080654, 0.056701, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.490213, 99.128067, 1.638845, -1.927979, 0.812214, 0.567961, 49.564034, 0.819422, -0.963990, 0.406107, 0.283980, 9.912803, 0.163884, -0.192798, 0.081221, 0.056796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.500214, 99.144371, 1.619602, -1.919828, 0.817899, 0.568909, 49.572186, 0.809801, -0.959914, 0.408950, 0.284455, 9.914433, 0.161960, -0.191983, 0.081790, 0.056891, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.510214, 99.160469, 1.600430, -1.911618, 0.823593, 0.569857, 49.580235, 0.800215, -0.955809, 0.411797, 0.284929, 9.916044, 0.160045, -0.191162, 0.082359, 0.056986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.520214, 99.176414, 1.581360, -1.903356, 0.829296, 0.570805, 49.588207, 0.790680, -0.951678, 0.414648, 0.285403, 9.917635, 0.158136, -0.190335, 0.082930, 0.057081, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13.530214, 99.192108, 1.562363, -1.895034, 0.835010, 0.571754, 49.596054, 0.781181, -0.947517, 0.417505, 0.285877, 9.919203, 0.156238, -0.189503, 0.083501, 0.057175, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
