t, x, dx, ddx, dddx, ddddx, y, dy, ddy, dddy, ddddy, z, dz, ddz, dddz, ddddz, psi, dpsi, ddpsi, dddpsi, ddddpsi
0.000000, 0.000000, 0.000000, 0.000000, 1.777778, -0.711111, 0.000000, 0.000000, 0.000000, 0.888889, -0.355556, 0.000000, 0.000000, 0.000000, 0.177778, -0.071111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.010000, 0.000000, 0.000089, 0.017742, 1.770671, -0.710163, 0.000000, 0.000044, 0.008871, 0.885336, -0.355081, 0.000000, 0.000009, 0.001774, 0.177067, -0.071016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.020000, 0.000002, 0.000355, 0.035413, 1.763574, -0.709215, 0.000001, 0.000177, 0.017707, 0.881787, -0.354607, 0.000000, 0.000035, 0.003541, 0.176357, -0.070921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.030000, 0.000008, 0.000797, 0.053014, 1.756487, -0.708267, 0.000004, 0.000398, 0.026507, 0.878244, -0.354133, 0.000001, 0.000080, 0.005301, 0.175649, -0.070827, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.040000, 0.000019, 0.001415, 0.070543, 1.749409, -0.707319, 0.000009, 0.000707, 0.035272, 0.874705, -0.353659, 0.000002, 0.000141, 0.007054, 0.174941, -0.070732, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.050000, 0.000037, 0.002207, 0.088002, 1.742341, -0.706370, 0.000018, 0.001104, 0.044001, 0.871170, -0.353185, 0.000004, 0.000221, 0.008800, 0.174234, -0.070637, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.060000, 0.000064, 0.003174, 0.105390, 1.735282, -0.705422, 0.000032, 0.001587, 0.052695, 0.867641, -0.352711, 0.000006, 0.000317, 0.010539, 0.173528, -0.070542, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.070000, 0.000101, 0.004315, 0.122708, 1.728232, -0.704474, 0.000050, 0.002157, 0.061354, 0.864116, -0.352237, 0.000010, 0.000431, 0.012271, 0.172823, -0.070447, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.080000, 0.000150, 0.005628, 0.139955, 1.721192, -0.703526, 0.000075, 0.002814, 0.069977, 0.860596, -0.351763, 0.000015, 0.000563, 0.013995, 0.172119, -0.070353, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.090000, 0.000214, 0.007114, 0.157132, 1.714162, -0.702578, 0.000107, 0.003557, 0.078566, 0.857081, -0.351289, 0.000021, 0.000711, 0.015713, 0.171416, -0.070258, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.100000, 0.000293, 0.008771, 0.174238, 1.707141, -0.701630, 0.000147, 0.004385, 0.087119, 0.853570, -0.350815, 0.000029, 0.000877, 0.017424, 0.170714, -0.070163, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.110000, 0.000390, 0.010598, 0.191274, 1.700129, -0.700682, 0.000195, 0.005299, 0.095637, 0.850065, -0.350341, 0.000039, 0.001060, 0.019127, 0.170013, -0.070068, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.120000, 0.000506, 0.012596, 0.208241, 1.693127, -0.699733, 0.000253, 0.006298, 0.104120, 0.846564, -0.349867, 0.000051, 0.001260, 0.020824, 0.169313, -0.069973, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.130000, 0.000643, 0.014763, 0.225137, 1.686135, -0.698785, 0.000321, 0.007381, 0.112568, 0.843067, -0.349393, 0.000064, 0.001476, 0.022514, 0.168613, -0.069879, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.140000, 0.000802, 0.017099, 0.241963, 1.679152, -0.697837, 0.000401, 0.008549, 0.120982, 0.839576, -0.348919, 0.000080, 0.001710, 0.024196, 0.167915, -0.069784, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.150000, 0.000985, 0.019602, 0.258720, 1.672178, -0.696889, 0.000493, 0.009801, 0.129360, 0.836089, -0.348444, 0.000099, 0.001960, 0.025872, 0.167218, -0.069689, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.160000, 0.001194, 0.022273, 0.275407, 1.665214, -0.695941, 0.000597, 0.011136, 0.137703, 0.832607, -0.347970, 0.000119, 0.002227, 0.027541, 0.166521, -0.069594, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.170000, 0.001431, 0.025110, 0.292024, 1.658259, -0.694993, 0.000716, 0.012555, 0.146012, 0.829129, -0.347496, 0.000143, 0.002511, 0.029202, 0.165826, -0.069499, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.180000, 0.001697, 0.028113, 0.308572, 1.651314, -0.694044, 0.000849, 0.014056, 0.154286, 0.825657, -0.347022, 0.000170, 0.002811, 0.030857, 0.165131, -0.069404, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.190000, 0.001994, 0.031281, 0.325051, 1.644378, -0.693096, 0.000997, 0.015641, 0.162525, 0.822189, -0.346548, 0.000199, 0.003128, 0.032505, 0.164438, -0.069310, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.200000, 0.002323, 0.034614, 0.341460, 1.637452, -0.692148, 0.001162, 0.017307, 0.170730, 0.818726, -0.346074, 0.000232, 0.003461, 0.034146, 0.163745, -0.069215, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.210000, 0.002687, 0.038110, 0.357800, 1.630535, -0.691200, 0.001343, 0.019055, 0.178900, 0.815268, -0.345600, 0.000269, 0.003811, 0.035780, 0.163054, -0.069120, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.220000, 0.003086, 0.041770, 0.374071, 1.623628, -0.690252, 0.001543, 0.020885, 0.187035, 0.811814, -0.345126, 0.000309, 0.004177, 0.037407, 0.162363, -0.069025, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.230000, 0.003523, 0.045591, 0.390272, 1.616730, -0.689304, 0.001761, 0.022796, 0.195136, 0.808365, -0.344652, 0.000352, 0.004559, 0.039027, 0.161673, -0.068930, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.240000, 0.003998, 0.049575, 0.406405, 1.609842, -0.688356, 0.001999, 0.024787, 0.203203, 0.804921, -0.344178, 0.000400, 0.004957, 0.040641, 0.160984, -0.068836, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.250000, 0.004515, 0.053719, 0.422469, 1.602963, -0.687407, 0.002257, 0.026860, 0.211235, 0.801481, -0.343704, 0.000451, 0.005372, 0.042247, 0.160296, -0.068741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.260000, 0.005073, 0.058024, 0.438464, 1.596094, -0.686459, 0.002537, 0.029012, 0.219232, 0.798047, -0.343230, 0.000507, 0.005802, 0.043846, 0.159609, -0.068646, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.270000, 0.005676, 0.062488, 0.454391, 1.589234, -0.685511, 0.002838, 0.031244, 0.227196, 0.794617, -0.342756, 0.000568, 0.006249, 0.045439, 0.158923, -0.068551, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.280000, 0.006324, 0.067111, 0.470249, 1.582383, -0.684563, 0.003162, 0.033556, 0.235125, 0.791192, -0.342281, 0.000632, 0.006711, 0.047025, 0.158238, -0.068456, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.290000, 0.007018, 0.071893, 0.486039, 1.575543, -0.683615, 0.003509, 0.035946, 0.243019, 0.787771, -0.341807, 0.000702, 0.007189, 0.048604, 0.157554, -0.068361, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.300000, 0.007762, 0.076832, 0.501760, 1.568711, -0.682667, 0.003881, 0.038416, 0.250880, 0.784356, -0.341333, 0.000776, 0.007683, 0.050176, 0.156871, -0.068267, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.310000, 0.008556, 0.081928, 0.517413, 1.561889, -0.681719, 0.004278, 0.040964, 0.258706, 0.780945, -0.340859, 0.000856, 0.008193, 0.051741, 0.156189, -0.068172, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.320000, 0.009401, 0.087180, 0.532998, 1.555077, -0.680770, 0.004700, 0.043590, 0.266499, 0.777538, -0.340385, 0.000940, 0.008718, 0.053300, 0.155508, -0.068077, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.330000, 0.010300, 0.092588, 0.548514, 1.548274, -0.679822, 0.005150, 0.046294, 0.274257, 0.774137, -0.339911, 0.001030, 0.009259, 0.054851, 0.154827, -0.067982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.340000, 0.011253, 0.098150, 0.563963, 1.541480, -0.678874, 0.005627, 0.049075, 0.281982, 0.770740, -0.339437, 0.001125, 0.009815, 0.056396, 0.154148, -0.067887, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.350000, 0.012263, 0.103867, 0.579344, 1.534696, -0.677926, 0.006132, 0.051933, 0.289672, 0.767348, -0.338963, 0.001226, 0.010387, 0.057934, 0.153470, -0.067793, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.360000, 0.013331, 0.109737, 0.594657, 1.527922, -0.676978, 0.006666, 0.054868, 0.297329, 0.763961, -0.338489, 0.001333, 0.010974, 0.059466, 0.152792, -0.067698, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.370000, 0.014458, 0.115760, 0.609903, 1.521157, -0.676030, 0.007229, 0.057880, 0.304951, 0.760578, -0.338015, 0.001446, 0.011576, 0.060990, 0.152116, -0.067603, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.380000, 0.015647, 0.121935, 0.625080, 1.514401, -0.675081, 0.007823, 0.060967, 0.312540, 0.757201, -0.337541, 0.001565, 0.012193, 0.062508, 0.151440, -0.067508, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.390000, 0.016898, 0.128261, 0.640191, 1.507655, -0.674133, 0.008449, 0.064130, 0.320095, 0.753828, -0.337067, 0.001690, 0.012826, 0.064019, 0.150766, -0.067413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.400000, 0.018213, 0.134738, 0.655233, 1.500919, -0.673185, 0.009106, 0.067369, 0.327617, 0.750459, -0.336593, 0.001821, 0.013474, 0.065523, 0.150092, -0.067319, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.410000, 0.019593, 0.141365, 0.670209, 1.494191, -0.672237, 0.009796, 0.070683, 0.335104, 0.747096, -0.336119, 0.001959, 0.014137, 0.067021, 0.149419, -0.067224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.420000, 0.021040, 0.148142, 0.685117, 1.487474, -0.671289, 0.010520, 0.074071, 0.342559, 0.743737, -0.335644, 0.002104, 0.014814, 0.068512, 0.148747, -0.067129, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.430000, 0.022556, 0.155067, 0.699958, 1.480766, -0.670341, 0.011278, 0.077534, 0.349979, 0.740383, -0.335170, 0.002256, 0.015507, 0.069996, 0.148077, -0.067034, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.440000, 0.024142, 0.162141, 0.714733, 1.474067, -0.669393, 0.012071, 0.081070, 0.357366, 0.737034, -0.334696, 0.002414, 0.016214, 0.071473, 0.147407, -0.066939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.450000, 0.025800, 0.169362, 0.729440, 1.467378, -0.668444, 0.012900, 0.084681, 0.364720, 0.733689, -0.334222, 0.002580, 0.016936, 0.072944, 0.146738, -0.066844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.460000, 0.027530, 0.176730, 0.744080, 1.460698, -0.667496, 0.013765, 0.088365, 0.372040, 0.730349, -0.333748, 0.002753, 0.017673, 0.074408, 0.146070, -0.066750, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.470000, 0.029335, 0.184243, 0.758654, 1.454028, -0.666548, 0.014667, 0.092122, 0.379327, 0.727014, -0.333274, 0.002933, 0.018424, 0.075865, 0.145403, -0.066655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.480000, 0.031215, 0.191902, 0.773161, 1.447367, -0.665600, 0.015608, 0.095951, 0.386580, 0.723684, -0.332800, 0.003122, 0.019190, 0.077316, 0.144737, -0.066560, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.490000, 0.033173, 0.199706, 0.787601, 1.440716, -0.664652, 0.016587, 0.099853, 0.393801, 0.720358, -0.332326, 0.003317, 0.019971, 0.078760, 0.144072, -0.066465, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.500000, 0.035210, 0.207654, 0.801975, 1.434074, -0.663704, 0.017605, 0.103827, 0.400988, 0.717037, -0.331852, 0.003521, 0.020765, 0.080197, 0.143407, -0.066370, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.510000, 0.037327, 0.215746, 0.816283, 1.427442, -0.662756, 0.018663, 0.107873, 0.408141, 0.713721, -0.331378, 0.003733, 0.021575, 0.081628, 0.142744, -0.066276, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.520000, 0.039525, 0.223980, 0.830524, 1.420819, -0.661807, 0.019763, 0.111990, 0.415262, 0.710410, -0.330904, 0.003953, 0.022398, 0.083052, 0.142082, -0.066181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.530000, 0.041807, 0.232356, 0.844699, 1.414206, -0.660859, 0.020903, 0.116178, 0.422350, 0.707103, -0.330430, 0.004181, 0.023236, 0.084470, 0.141421, -0.066086, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.540000, 0.044173, 0.240873, 0.858808, 1.407602, -0.659911, 0.022086, 0.120437, 0.429404, 0.703801, -0.329956, 0.004417, 0.024087, 0.085881, 0.140760, -0.065991, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.550000, 0.046625, 0.249532, 0.872851, 1.401008, -0.658963, 0.023312, 0.124766, 0.436426, 0.700504, -0.329482, 0.004662, 0.024953, 0.087285, 0.140101, -0.065896, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.560000, 0.049164, 0.258330, 0.886828, 1.394423, -0.658015, 0.024582, 0.129165, 0.443414, 0.697211, -0.329007, 0.004916, 0.025833, 0.088683, 0.139442, -0.065801, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.570000, 0.051792, 0.267268, 0.900740, 1.387847, -0.657067, 0.025896, 0.133634, 0.450370, 0.693924, -0.328533, 0.005179, 0.026727, 0.090074, 0.138785, -0.065707, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.580000, 0.054510, 0.276345, 0.914585, 1.381281, -0.656119, 0.027255, 0.138172, 0.457293, 0.690641, -0.328059, 0.005451, 0.027634, 0.091459, 0.138128, -0.065612, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.590000, 0.057319, 0.285559, 0.928365, 1.374725, -0.655170, 0.028660, 0.142780, 0.464183, 0.687362, -0.327585, 0.005732, 0.028556, 0.092837, 0.137472, -0.065517, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.600000, 0.060221, 0.294912, 0.942080, 1.368178, -0.654222, 0.030111, 0.147456, 0.471040, 0.684089, -0.327111, 0.006022, 0.029491, 0.094208, 0.136818, -0.065422, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.610000, 0.063218, 0.304401, 0.955729, 1.361640, -0.653274, 0.031609, 0.152200, 0.477864, 0.680820, -0.326637, 0.006322, 0.030440, 0.095573, 0.136164, -0.065327, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.620000, 0.066310, 0.314026, 0.969312, 1.355113, -0.652326, 0.033155, 0.157013, 0.484656, 0.677556, -0.326163, 0.006631, 0.031403, 0.096931, 0.135511, -0.065233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.630000, 0.069499, 0.323787, 0.982831, 1.348594, -0.651378, 0.034749, 0.161893, 0.491416, 0.674297, -0.325689, 0.006950, 0.032379, 0.098283, 0.134859, -0.065138, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.640000, 0.072786, 0.333682, 0.996284, 1.342085, -0.650430, 0.036393, 0.166841, 0.498142, 0.671042, -0.325215, 0.007279, 0.033368, 0.099628, 0.134208, -0.065043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.650000, 0.076173, 0.343712, 1.009673, 1.335585, -0.649482, 0.038086, 0.171856, 0.504836, 0.667793, -0.324741, 0.007617, 0.034371, 0.100967, 0.133559, -0.064948, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.660000, 0.079661, 0.353876, 1.022996, 1.329095, -0.648533, 0.039830, 0.176938, 0.511498, 0.664548, -0.324267, 0.007966, 0.035388, 0.102300, 0.132910, -0.064853, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.670000, 0.083251, 0.364172, 1.036255, 1.322615, -0.647585, 0.041625, 0.182086, 0.518127, 0.661307, -0.323793, 0.008325, 0.036417, 0.103625, 0.132261, -0.064759, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.680000, 0.086945, 0.374601, 1.049448, 1.316144, -0.646637, 0.043472, 0.187300, 0.524724, 0.658072, -0.323319, 0.008694, 0.037460, 0.104945, 0.131614, -0.064664, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.690000, 0.090743, 0.385161, 1.062577, 1.309682, -0.645689, 0.045372, 0.192580, 0.531289, 0.654841, -0.322844, 0.009074, 0.038516, 0.106258, 0.130968, -0.064569, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.700000, 0.094648, 0.395852, 1.075642, 1.303230, -0.644741, 0.047324, 0.197926, 0.537821, 0.651615, -0.322370, 0.009465, 0.039585, 0.107564, 0.130323, -0.064474, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.710000, 0.098661, 0.406673, 1.088642, 1.296787, -0.643793, 0.049330, 0.203337, 0.544321, 0.648394, -0.321896, 0.009866, 0.040667, 0.108864, 0.129679, -0.064379, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.720000, 0.102782, 0.417624, 1.101578, 1.290354, -0.642844, 0.051391, 0.208812, 0.550789, 0.645177, -0.321422, 0.010278, 0.041762, 0.110158, 0.129035, -0.064284, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.730000, 0.107014, 0.428705, 1.114449, 1.283930, -0.641896, 0.053507, 0.214352, 0.557225, 0.641965, -0.320948, 0.010701, 0.042870, 0.111445, 0.128393, -0.064190, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.740000, 0.111357, 0.439913, 1.127256, 1.277516, -0.640948, 0.055678, 0.219957, 0.563628, 0.638758, -0.320474, 0.011136, 0.043991, 0.112726, 0.127752, -0.064095, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.750000, 0.115812, 0.451250, 1.140000, 1.271111, -0.640000, 0.057906, 0.225625, 0.570000, 0.635556, -0.320000, 0.011581, 0.045125, 0.114000, 0.127111, -0.064000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.760000, 0.120382, 0.462713, 1.152679, 1.264716, -0.639052, 0.060191, 0.231356, 0.576339, 0.632358, -0.319526, 0.012038, 0.046271, 0.115268, 0.126472, -0.063905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.770000, 0.125067, 0.474303, 1.165294, 1.258330, -0.638104, 0.062533, 0.237151, 0.582647, 0.629165, -0.319052, 0.012507, 0.047430, 0.116529, 0.125833, -0.063810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.780000, 0.129868, 0.486019, 1.177845, 1.251954, -0.637156, 0.064934, 0.243009, 0.588923, 0.625977, -0.318578, 0.012987, 0.048602, 0.117785, 0.125195, -0.063716, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.790000, 0.134788, 0.497860, 1.190333, 1.245587, -0.636207, 0.067394, 0.248930, 0.595166, 0.622794, -0.318104, 0.013479, 0.049786, 0.119033, 0.124559, -0.063621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.800000, 0.139826, 0.509825, 1.202757, 1.239230, -0.635259, 0.069913, 0.254912, 0.601379, 0.619615, -0.317630, 0.013983, 0.050983, 0.120276, 0.123923, -0.063526, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.810000, 0.144985, 0.521914, 1.215118, 1.232882, -0.634311, 0.072492, 0.260957, 0.607559, 0.616441, -0.317156, 0.014498, 0.052191, 0.121512, 0.123288, -0.063431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.820000, 0.150265, 0.534127, 1.227415, 1.226544, -0.633363, 0.075132, 0.267064, 0.613707, 0.613272, -0.316682, 0.015026, 0.053413, 0.122741, 0.122654, -0.063336, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.830000, 0.155668, 0.546462, 1.239648, 1.220215, -0.632415, 0.077834, 0.273231, 0.619824, 0.610107, -0.316207, 0.015567, 0.054646, 0.123965, 0.122021, -0.063241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.839999, 0.161194, 0.558920, 1.251819, 1.213895, -0.631467, 0.080597, 0.279460, 0.625909, 0.606948, -0.315733, 0.016119, 0.055892, 0.125182, 0.121390, -0.063147, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.849999, 0.166846, 0.571499, 1.263926, 1.207585, -0.630519, 0.083423, 0.285749, 0.631963, 0.603793, -0.315259, 0.016685, 0.057150, 0.126393, 0.120759, -0.063052, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.859999, 0.172625, 0.584198, 1.275971, 1.201285, -0.629570, 0.086312, 0.292099, 0.637985, 0.600643, -0.314785, 0.017262, 0.058420, 0.127597, 0.120129, -0.062957, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.869999, 0.178531, 0.597018, 1.287952, 1.194994, -0.628622, 0.089265, 0.298509, 0.643976, 0.597497, -0.314311, 0.017853, 0.059702, 0.128795, 0.119499, -0.062862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.879999, 0.184566, 0.609957, 1.299870, 1.188713, -0.627674, 0.092283, 0.304978, 0.649935, 0.594356, -0.313837, 0.018457, 0.060996, 0.129987, 0.118871, -0.062767, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.889999, 0.190730, 0.623015, 1.311726, 1.182441, -0.626726, 0.095365, 0.311508, 0.655863, 0.591220, -0.313363, 0.019073, 0.062302, 0.131173, 0.118244, -0.062673, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.899999, 0.197026, 0.636191, 1.323519, 1.176178, -0.625778, 0.098513, 0.318096, 0.661760, 0.588089, -0.312889, 0.019703, 0.063619, 0.132352, 0.117618, -0.062578, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.909999, 0.203454, 0.649485, 1.335250, 1.169925, -0.624830, 0.101727, 0.324743, 0.667625, 0.584963, -0.312415, 0.020345, 0.064949, 0.133525, 0.116993, -0.062483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.919999, 0.210016, 0.662896, 1.346918, 1.163682, -0.623882, 0.105008, 0.331448, 0.673459, 0.581841, -0.311941, 0.021002, 0.066290, 0.134692, 0.116368, -0.062388, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.929999, 0.216713, 0.676423, 1.358523, 1.157447, -0.622933, 0.108356, 0.338212, 0.679262, 0.578724, -0.311467, 0.021671, 0.067642, 0.135852, 0.115745, -0.062293, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.939999, 0.223545, 0.690066, 1.370067, 1.151223, -0.621985, 0.111773, 0.345033, 0.685033, 0.575611, -0.310993, 0.022355, 0.069007, 0.137007, 0.115122, -0.062199, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.949999, 0.230514, 0.703824, 1.381548, 1.145008, -0.621037, 0.115257, 0.351912, 0.690774, 0.572504, -0.310519, 0.023051, 0.070382, 0.138155, 0.114501, -0.062104, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.959999, 0.237622, 0.717697, 1.392967, 1.138802, -0.620089, 0.118811, 0.358849, 0.696483, 0.569401, -0.310044, 0.023762, 0.071770, 0.139297, 0.113880, -0.062009, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.969999, 0.244869, 0.731683, 1.404324, 1.132606, -0.619141, 0.122434, 0.365842, 0.702162, 0.566303, -0.309570, 0.024487, 0.073168, 0.140432, 0.113261, -0.061914, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.979999, 0.252256, 0.745783, 1.415619, 1.126419, -0.618193, 0.126128, 0.372892, 0.707810, 0.563210, -0.309096, 0.025226, 0.074578, 0.141562, 0.112642, -0.061819, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.989999, 0.259785, 0.759996, 1.426852, 1.120242, -0.617245, 0.129892, 0.379998, 0.713426, 0.560121, -0.308622, 0.025978, 0.076000, 0.142685, 0.112024, -0.061724, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.999999, 0.267456, 0.774320, 1.438024, 1.114074, -0.616296, 0.133728, 0.387160, 0.719012, 0.557037, -0.308148, 0.026746, 0.077432, 0.143802, 0.111407, -0.061630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.009999, 0.275272, 0.788756, 1.449134, 1.107916, -0.615348, 0.137636, 0.394378, 0.724567, 0.553958, -0.307674, 0.027527, 0.078876, 0.144913, 0.110792, -0.061535, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.019999, 0.283232, 0.803303, 1.460182, 1.101768, -0.614400, 0.141616, 0.401651, 0.730091, 0.550884, -0.307200, 0.028323, 0.080330, 0.146018, 0.110177, -0.061440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.029999, 0.291338, 0.817959, 1.471169, 1.095628, -0.613452, 0.145669, 0.408980, 0.735585, 0.547814, -0.306726, 0.029134, 0.081796, 0.147117, 0.109563, -0.061345, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.039999, 0.299591, 0.832726, 1.482095, 1.089498, -0.612504, 0.149796, 0.416363, 0.741048, 0.544749, -0.306252, 0.029959, 0.083273, 0.148209, 0.108950, -0.061250, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.049999, 0.307993, 0.847601, 1.492959, 1.083378, -0.611556, 0.153996, 0.423801, 0.746480, 0.541689, -0.305778, 0.030799, 0.084760, 0.149296, 0.108338, -0.061156, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.059999, 0.316544, 0.862585, 1.503763, 1.077267, -0.610608, 0.158272, 0.431292, 0.751881, 0.538634, -0.305304, 0.031654, 0.086258, 0.150376, 0.107727, -0.061061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.069999, 0.325245, 0.877676, 1.514505, 1.071166, -0.609659, 0.162622, 0.438838, 0.757252, 0.535583, -0.304830, 0.032524, 0.087768, 0.151450, 0.107117, -0.060966, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.079999, 0.334098, 0.892875, 1.525186, 1.065074, -0.608711, 0.167049, 0.446437, 0.762593, 0.532537, -0.304356, 0.033410, 0.089287, 0.152519, 0.106507, -0.060871, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.089999, 0.343103, 0.908180, 1.535806, 1.058992, -0.607763, 0.171551, 0.454090, 0.767903, 0.529496, -0.303882, 0.034310, 0.090818, 0.153581, 0.105899, -0.060776, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.099999, 0.352262, 0.923590, 1.546366, 1.052919, -0.606815, 0.176131, 0.461795, 0.773183, 0.526459, -0.303407, 0.035226, 0.092359, 0.154637, 0.105292, -0.060681, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
